,difficulty,titles,sci_info,eng_lang,syl_per_word,ws_per_sents,not_easy_words,avg_wd_length,polysyls,monosyls,modals_per_sent,adj,verb,adp,adv,sconj,cconj,aux,det,avg_verb_length,avg_adj_length,avg_adv_length,flesch_score,ari_score,dale_score,smog,gunning_fog,cli,linsear_raw,linsear
0,1,b002_LittleBear.txt,0,1,1.1700680270000001,7.736842105,0.0,3.80952381,0.006802720999999999,0.8367346940000001,0.228070175,0.36842105299999994,1.403508772,0.350877193,0.473684211,0.087719298,0.298245614,0.526315789,0.578947368,4.1625,4.333333333,3.666666667,99.99435016,21.8112782,0.383747368408,3.08247861,3.094736842,2.77414966,7.842105263,2.921052632
1,1,b003_AreYouMyMother.txt,0,1,1.120649652,5.6233766229999995,0.041570439,3.330254042,0.0,0.879350348,0.116883117,0.051948052,0.805194805,0.28571428600000004,0.40259740299999996,0.012987013,0.14285714300000002,0.61038961,0.961038961,4.306451613,3.25,3.870967742,106.3203122,18.49718485,0.9353167123107999,3.0,2.265978825,-1.481847575,5.6233766229999995,1.8116883119999998
2,1,b004_GreenEggsAndHam.txt,0,1,1.010012516,5.278911565,0.039948454,3.0979381439999996,0.0,0.989987484,0.006802720999999999,0.081632653,1.306122449,0.43537415,0.7414965990000001,0.0,0.231292517,0.0,0.44897959200000004,3.536458333,4.833333333,3.23853211,116.0298459,17.23074444,0.8926201022840001,3.0,2.127544007,-3.1913402060000005,5.278911565,1.639455782
3,1,b005_Putmeinthezoo.txt,0,1,1.015873016,5.04,0.031746032,3.0555555560000003,0.0,0.9841269840000001,0.32,0.16,1.08,0.28,0.56,0.0,0.04,0.52,0.44,3.814814815,4.5,3.214285714,115.7765429,16.91166667,0.75125384528,3.0,2.0286984130000003,-3.706349206,5.04,1.52
4,1,b006_FrogAndToadTogether.txt,0,1,1.1030818279999999,7.294573643,0.013283741000000002,3.8049946869999998,0.006907545,0.903825717,0.158914729,0.387596899,1.5310077519999998,0.596899225,0.46899224799999994,0.08527131800000001,0.251937984,0.410852713,0.852713178,4.592405063,4.76,4.140495868,106.1102851,21.568811800000002,0.5715611230827999,3.083111643,2.923142954,2.5155579169999998,7.395348837,2.6976744189999997
5,1,b007_OwlAtHome.txt,0,1,1.127744511,7.437810945,0.012040134,3.795986622,0.006020067,0.8782435129999999,0.139303483,0.42288557200000004,1.2537313429999999,0.711442786,0.651741294,0.11442786099999999,0.253731343,0.527363184,0.960199005,4.805555556,4.6,4.664122137,103.8784363,21.59800246,0.559029138732,3.07758909,2.979940432,2.540735786,7.5273631839999995,2.7636815919999997
6,1,b008_HiFlyGuy.txt,0,1,1.158536585,6.076923077000001,0.06329113900000001,4.088607595,0.0,0.841463415,0.0,0.538461538,1.230769231,0.384615385,0.0,0.0,0.076923077,0.46153846200000004,1.0,5.0625,5.571428571,0.0,102.654728,22.29580331,1.3007824694292003,3.0,2.4560856859999998,3.3701265819999997,6.076923077000001,2.038461538
7,1,b009_ATreeIsaPlant.txt,1,0,1.137214137,7.272727272999999,0.0125,3.897916667,0.004166667,0.869022869,0.075757576,0.34848484799999996,1.0,0.833333333,0.212121212,0.090909091,0.166666667,0.484848485,1.454545455,4.5606060610000005,4.52173913,3.928571429,103.2448658,21.99555114,0.5581022727408,3.0645497219999998,2.9140909089999996,3.04975,7.333333333,2.666666667
8,1,b010_MyFiveSenses.txt,1,0,1.129032258,8.378378377999999,0.022580645,3.35483871,0.012903226,0.883870968,0.135135135,0.243243243,1.648648649,0.567567568,0.486486486,0.054054054000000004,0.37837837799999996,0.513513514,1.1891891890000001,4.180327869,5.333333333,5.055555556,102.81481690000001,19.99047951,0.7721159520987999,3.113592367,3.360383609,0.39354838700000006,8.594594595,3.297297297
9,1,b011_Starfish.txt,1,0,1.085294118,6.8,0.108823529,3.85,0.011764706000000002,0.9264705879999999,0.04,0.54,0.86,0.62,0.36,0.08,0.32,0.42,1.24,4.279069767,5.518518519,4.444444444,108.1171176,21.5335,2.0556035229100003,3.1084652289999997,2.763529412,2.485058824,6.96,2.48
11,1,b016_GardenHelpers.txt,1,0,1.138888889,6.545454545,0.055555556,4.25,0.013888889,0.875,0.272727273,0.727272727,1.454545455,0.272727273,0.090909091,0.0,0.181818182,0.181818182,1.363636364,4.3125,5.125,4.0,103.8413636,23.29022727,1.201876774672,3.11785113,2.64040404,4.6677777780000005,6.727272727000001,2.363636364
12,1,b017_WindPower.txt,1,0,1.214285714,5.0,0.028571429,3.8285714289999997,0.042857143,0.8428571429999999,0.28571428600000004,0.071428571,1.142857143,0.35714285700000004,0.35714285700000004,0.0,0.071428571,0.35714285700000004,0.642857143,4.1875,4.0,3.2,99.03142857,20.53257143,0.69914286391,3.207019668,2.0114285709999997,0.792,5.428571429,1.714285714
13,2,b018_MyFathersDragon.txt,0,1,1.21969697,14.14285714,0.04040404,3.7676767680000003,0.037878788,0.8308080809999999,0.321428571,0.571428571,2.857142857,0.8214285709999999,1.214285714,0.214285714,0.857142857,0.8214285709999999,1.964285714,3.95,6.125,4.705882353,89.29363636,24.81718615,1.3394655057440001,3.194624736,5.673304473,4.261010101,15.21428571,6.607142857
14,2,b019_TheFireCat.txt,0,1,1.13556338,8.846153846,0.073043478,3.826086957,0.010434783000000001,0.875,0.184615385,0.307692308,1.692307692,0.876923077,0.323076923,0.061538462,0.246153846,0.446153846,1.338461538,4.490909091,5.05,4.476190476,101.7874919,22.44394649,1.5921257483816,3.1021507839999996,3.56767893,3.351304348,9.030769231,3.515384615
15,2,b020_AmosBoris.txt,0,1,1.228002214,13.19708029,0.117256637,4.080752212,0.041482301,0.819590481,0.270072993,0.839416058,2.153284672,1.357664234,1.255474453,0.262773723,0.576642336,0.649635036,1.620437956,5.355932203,5.27826087,4.622093023,89.55097623,25.81888307,2.5060574806140004,3.203672042,5.325734772,5.951902655,14.291970800000001,6.145985401
16,2,b021_TheTreasure.txt,0,1,1.123188406,12.54545455,0.036231884,3.601449275,0.014492753999999998,0.891304348,0.090909091,0.272727273,1.9090909090000001,1.545454545,0.9090909090000001,0.090909091,0.545454545,0.454545455,2.0,4.523809524,4.666666667,4.3,99.07962451,23.23555336,1.1943559940400001,3.120385853,5.0326745719999995,3.0171014489999997,12.90909091,5.454545455
17,2,b022_TheStoriesJulianTells.txt,0,1,1.120943953,6.5,0.065088757,3.7721893489999996,0.00443787,0.8834808259999999,0.086538462,0.259615385,1.278846154,0.625,0.278846154,0.153846154,0.259615385,0.346153846,1.0,4.7443609019999995,5.148148148,4.448275862,105.4056416,21.01701183,1.3501514730300002,3.0666173389999996,2.626035503,1.8266272190000001,6.557692307999999,2.278846154
18,2,b023_SarahPlainandTall.txt,0,1,1.164559981,8.06820365,0.09572568199999999,3.97142517,0.012858673999999999,0.849391844,0.107588857,0.38808837700000004,1.4447646490000001,0.7848222859999999,0.479346782,0.11431316,0.47550432299999995,0.390009606,0.9481268009999999,5.165558511,4.920792079,4.54509018,100.1239989,22.73951437,1.91169141982,3.113396092,3.2655717330000003,3.8832575310000004,8.275696446,3.137848223
19,2,b024_HenryandMudge.txt,0,1,1.164215686,7.716981132000001,0.11002445,4.075794621,0.009779951,0.845588235,0.11320754699999999,0.396226415,1.5471698109999998,0.613207547,0.613207547,0.09433962300000001,0.490566038,0.216981132,0.679245283,5.0,4.904761905,4.5230769230000005,100.5096171,23.05548323,2.1200483296472004,3.098893635,3.1308022330000003,4.32997555,7.867924528,2.933962264
20,2,b025_TopsandBottoms.txt,0,1,1.149019608,8.976744186,0.03626943,3.9028497410000003,0.019430052,0.870588235,0.093023256,0.27906976699999997,1.5465116280000002,0.848837209,0.523255814,0.11627907,0.627906977,0.29069767399999996,1.3023255809999998,4.541353383,4.208333333,4.288888889,100.5165458,22.87079437,1.0179408113255999,3.1393917210000004,3.6052054460000003,3.85134715,9.325581395,3.6627906980000002
21,2,b026_TheRaft.txt,0,1,1.201853759,11.07428571,0.094427245,3.964912281,0.023219814,0.8233779609999999,0.131428571,0.485714286,1.9314285709999999,1.3085714290000001,0.817142857,0.211428571,0.4,0.44,1.531428571,5.139053253999999,4.835294118,4.5944055939999995,93.91777199,24.2118797,2.040290769766,3.152380492,4.467485184,4.840825593,11.58857143,4.794285714
22,2,b027_PoppletoninWinter.txt,0,1,1.325358852,6.741935484,0.11004784699999999,4.593301435,0.08612440199999999,0.7655502390000001,0.129032258,0.290322581,1.387096774,0.516129032,0.258064516,0.064516129,0.290322581,0.225806452,0.870967742,4.627906977,5.222222222,4.75,87.86657663,25.0054175,2.0720555041364,3.293469593,2.740793332,6.818181817999999,7.903225806,2.951612903
23,2,b028_TheLighthouseFamilyTheStorm.txt,0,1,1.229773463,10.38720539,0.099513776,4.198703404,0.046677472000000005,0.822006472,0.148148148,0.7373737370000001,1.64983165,0.952861953,0.757575758,0.141414141,0.542087542,0.636363636,1.36026936,5.281632653,5.488584475,4.555555556,92.25315158,24.96949572,2.0865279103840004,3.216049697,4.194687665,6.03871637,11.35690236,4.678451178
24,2,b029_TheOneEyed.txt,0,1,1.206467662,9.523809523999999,0.145,4.2775,0.0125,0.8134328359999999,0.11904761900000001,0.5476190479999999,1.476190476,1.071428571,0.333333333,0.214285714,0.23809523800000001,0.523809524,1.5,5.516129032,5.739130435,5.642857143,95.10116915,24.90892976,2.7619309523904,3.111803399,3.86752381,6.2437,9.761904762,3.880952381
25,2,b030_CowgirlKateandCocoa.txt,0,1,1.15018315,6.348837209,0.117216117,3.7728937730000003,0.010989011000000002,0.8608058609999999,0.046511628,0.209302326,1.023255814,0.348837209,0.48837209299999995,0.046511628,0.139534884,0.395348837,0.953488372,4.454545455,5.666666667,3.857142857,103.0854357,20.94474827,2.1657448129964,3.1048284839999996,2.586421331,1.7223443219999999,6.488372093,2.244186047
26,2,b031_AMedievalFeast.txt,1,0,1.249240122,12.11111111,0.143730887,4.336391437,0.042813456,0.805471125,0.111111111,0.37037037,1.814814815,1.5185185190000001,0.222222222,0.037037037,0.740740741,0.7777777779999999,2.0,6.020408163,3.9,5.333333333,88.85650794,26.47995923,2.870221816786,3.206914126,4.901936799,7.253944954,13.14814815,5.574074073999999
27,2,b032_FromSeedtoPlant.txt,1,0,1.271317829,12.9,0.100775194,4.279069767,0.046511628,0.790697674,0.2,0.5,1.9,1.8,0.3,0.2,0.7,0.2,2.7,4.8947368419999995,5.2,3.333333333,86.18801163,26.6044186,2.23108031326,3.2156655460000003,5.200310078,7.066356589,14.1,6.05
28,2,b033_BatsCreaturesoftheNight.txt,1,0,1.108843537,7.35,0.034013605,3.8367346939999996,0.013605441999999999,0.904761905,0.1,0.6,0.9,0.85,0.35,0.3,0.25,0.7,0.9,4.555555556,5.0,4.1428571430000005,105.5665867,21.74602041,0.9016348229500001,3.1166423689999996,2.9536054419999997,2.732789116,7.55,2.775
29,2,b034_ThrowYourTooth.txt,1,0,1.187943262,9.4,0.056737589000000005,3.9148936169999997,0.028368794,0.84751773,0.166666667,0.533333333,1.4333333330000002,1.1,0.5,0.2,0.36666666700000006,0.166666667,1.7,4.720930233,5.0,4.6,96.794,23.13914894,1.36212653031,3.1684303839999997,3.782695035,4.070638298,9.933333333,3.9666666669999997
30,2,b036_MartinLutherKingandtheMarchonWashington.txt,1,0,1.2684563759999998,9.5,0.111842105,4.0328947369999995,0.032894737,0.7651006709999999,0.0,0.625,0.6875,1.125,0.4375,0.25,0.1875,1.125,1.0,5.454545455,4.3,4.0,89.8810906,23.74493421,2.23718683795,3.181369063,3.844736842,4.797631579,10.125,4.0625
32,2,b039_BoyWereWeWrongAboutDinosaurs.txt,1,0,1.22826087,14.52631579,0.126811594,4.402173913,0.02173913,0.797101449,0.263157895,1.789473684,1.684210526,1.473684211,0.7894736840000001,0.842105263,0.31578947399999996,1.1578947370000001,1.631578947,5.125,5.352941176,4.0,88.17991991,27.99739703,2.722860332444,3.147441956,5.861250953,8.047101449,15.15789474,6.578947368
33,2,b040_BatLovestheNight.txt,1,0,1.231060606,11.39130435,0.12595419800000002,4.332061069,0.011450382,0.78030303,0.17391304300000002,0.608695652,1.913043478,1.3043478259999999,0.869565217,0.304347826,0.260869565,0.304347826,1.565217391,4.818181818,5.428571429,5.05,91.12509881,26.09965981,2.5538254821800006,3.107006456,4.606903419,7.0740458020000005,11.65217391,4.826086957
34,2,b041_MoonshotTheFlightofApollo.txt,1,0,1.221843003,14.35,0.10452961699999999,4.397212543999999,0.020905923,0.7986348120000001,0.1,0.8,1.95,1.5,0.65,0.25,1.1,0.65,1.8,5.461538462,5.0625,3.8461538460000004,88.90183191,27.88587108,2.3622826524300002,3.144588808,5.781811847,7.992891986,14.95,6.475
35,2,b042_WhereDoPolarBearsLive.txt,1,0,1.159851301,9.535714286000001,0.074906367,3.9176029960000003,0.011235955,0.851301115,0.071428571,0.9285714290000001,1.142857143,1.0,0.535714286,0.321428571,0.28571428600000004,0.428571429,1.535714286,4.8125,5.153846154,3.666666667,99.03282993,23.21976726,1.6557429635156002,3.105999788,3.844248261,4.131385768,9.75,3.875
36,3,b043_AlicesAdventuresinWonderland.txt,0,1,1.229181602,14.74929893,0.097345806,4.077610465,0.035097726,0.813153228,0.282669658,0.789680314,2.73247336,1.468311834,1.27201346,0.381379697,0.6320807629999999,0.777341559,2.003365115,4.891009852,5.408380682000001,4.6331569660000005,87.87569805,26.58019476,2.268655503668,3.1873438710000004,5.9386578960000005,6.169474485,15.78463264,6.892316321
37,3,b044_TheSecretGarden.txt,0,1,1.210078931,12.46746204,0.10593425699999999,4.054632449,0.030124899,0.826363332,0.211496746,0.7950108459999999,2.2420204519999998,1.086767896,0.933684537,0.38565230899999997,0.611713666,0.82770375,1.31035017,4.910988252,5.415708438999999,4.759541985,91.80784843,25.33104985,2.291088035214,3.1735652589999996,5.0293585180000004,5.667058721,13.21862411,5.609312055
38,3,b045_TheBlackStallion.txt,0,1,1.242902208,12.8,0.153125,4.253125,0.0375,0.80126183,0.12,0.92,1.68,1.44,1.28,0.16,0.24,0.48,1.84,5.952380952,4.739130435,5.15625,88.69347319,26.43221875,3.05272375,3.193649167,5.18125,6.895875,13.76,5.88
39,3,b046_TheLittlePrince.txt,0,1,1.250177936,10.71747449,0.085867301,4.041059209,0.048021422,0.808956109,0.19897959199999998,0.7238520409999999,1.56122449,0.96747449,0.785076531,0.27040816300000003,0.34502551,0.81377551,1.540816327,5.182598039,5.971806167,4.567831032,90.19171001,24.39212612,1.887431417494,3.219137907,4.321336716,5.199583457,11.74681122,4.873405612
40,3,b047_TuckEverlasting.txt,0,1,1.269972452,15.125,0.096418733,4.349862259,0.016528926,0.746556474,0.083333333,1.4166666669999999,2.541666667,1.7916666669999999,1.6666666669999999,0.125,0.916666667,0.333333333,2.291666667,5.7540983610000005,4.676470588,5.075,84.04345558,28.05035124,2.27265179407,3.128564869,6.088567492999999,7.820165289,15.625,6.8125
41,3,b048_latehtheGoat.txt,0,1,1.154255319,13.42857143,0.074468085,4.0,0.015957447,0.861702128,0.14285714300000002,1.142857143,1.357142857,1.214285714,0.857142857,0.428571429,0.7857142859999999,0.9285714290000001,2.0714285709999998,5.473684211,5.375,4.166666667,95.555,25.55428571,1.8419082050780002,3.126322788,5.401215805,5.515744681,13.85714286,5.928571429
42,3,b049_MCHigginstheGreat.txt,0,1,1.26848249,13.0,0.126923077,4.365384615,0.046153846,0.782101167,0.1,0.95,2.1,1.9,0.4,0.3,0.2,0.6,1.75,5.976190476,5.684210526,5.25,86.32638132,27.06096154,2.64891538583,3.214834462,5.2507692310000005,7.591538462000001,14.2,6.1
43,3,b050_TheBirchbarkHouse.txt,0,1,1.219917012,9.153846154,0.151260504,4.512605042,0.016806723,0.796680498,0.038461537999999997,1.0,1.5769230769999998,0.846153846,0.807692308,0.115384615,0.307692308,0.307692308,1.038461538,5.87804878,5.384615385,4.666666667,94.33886690000001,25.83129282,2.8424341273984,3.129640745,3.7220426630000003,7.500504202,9.461538462,3.730769231
44,3,b051_BudNotBuddy.txt,0,1,1.1815356209999999,13.14707329,0.080439988,3.9001421730000003,0.020839569,0.842538522,0.195769798,0.715445155,2.270290212,1.243236596,0.940727988,0.309640925,0.5253320220000001,0.954254796,1.6069847519999998,4.876503087,5.031969749,4.223267974,93.53280704,24.94320628,1.922242245704,3.1443591669999997,5.291005311,4.881384316,13.69503197,5.847515986
45,3,b052_WheretheMountain.txt,0,1,1.257514389,12.41269841,0.09867860199999999,4.163469736000001,0.039002558,0.787465359,0.227513228,0.706349206,2.060846561,1.156084656,0.772486772,0.261904762,0.47883597899999997,0.605820106,1.814814815,5.193838254,5.258426966,4.640410959,87.85039378,25.81629166,2.173804966716,3.197490652,5.004550806,6.296547315,13.38095238,5.69047619
46,3,b053_DiscoveringMarsTheAmaingStoryoftheRedPlanet.txt,1,0,1.273170732,10.84210526,0.216019417,4.245145631000001,0.031553397999999996,0.7634146340000001,0.447368421,0.921052632,1.368421053,1.315789474,0.473684211,0.078947368,0.236842105,0.552631579,1.684210526,4.615384615,5.371428571,4.444444444,88.12001926,25.41568855,3.948715015326,3.177632762,4.4232498719999995,6.431359222999999,11.52631579,4.763157895
47,3,b055_HurricanesEarthsMightiestStorms.txt,1,0,1.315789474,12.28571429,0.157807309,4.458471761,0.071428571,0.759868421,0.06122449,0.8367346940000001,1.571428571,1.5102040819999998,0.551020408,0.265306122,0.44897959200000004,0.7142857140000001,1.897959184,5.922077922000001,4.87804878,4.740740741000001,83.04921053,27.14225914,3.1011488378939998,3.267261242,4.977408638,8.006511628,14.04081633,6.020408163
48,3,b057_ToysAmaingStories.txt,1,0,1.314666667,13.63636364,0.128,4.2773333330000005,0.07200000000000001,0.782666667,0.254545455,0.690909091,1.672727273,1.854545455,1.2363636359999999,0.30909090899999997,0.527272727,0.9272727270000001,2.072727273,5.47826087,7.026315789,4.779411765,81.77329091,26.96442182,2.6974836365440003,3.268328157,5.505745455,7.180053332999999,15.6,6.8
49,3,b058_GoodPetBadPet.txt,1,0,1.161849711,11.46666667,0.034883721,3.7209302330000003,0.029069767000000003,0.8843930640000001,0.533333333,0.6,2.333333333,1.2,0.933333333,0.066666667,0.7333333329999999,0.666666667,1.533333333,4.085714286,5.222222222,3.714285714,96.90384778,23.25891473,1.119560621422,3.170498585,4.600620155,3.497674419,12.13333333,5.066666667
51,3,b060_AboutTime.txt,1,0,1.40969163,15.2,0.19298245600000002,4.820175439,0.083333333,0.68722467,0.133333333,1.133333333,2.8,1.8,0.933333333,0.066666667,0.666666667,0.533333333,1.333333333,5.5,6.470588235,5.5,72.14708811,30.30302632,3.8011129802400005,3.288675135,6.157192982000001,10.59526316,17.73333333,7.8666666670000005
53,3,b062_AHistoryofUS.txt,1,0,1.239043825,13.31578947,0.126482213,4.154150198,0.055335968,0.820717131,0.10526315800000001,1.052631579,1.368421053,1.473684211,0.684210526,0.21052631600000002,0.6315789470000001,1.052631579,1.947368421,4.269230769,4.6,4.769230769,88.49636611,26.22394217,2.6576173009820003,3.2352359839999996,5.376908675,6.403478261,14.78947368,6.394736842
54,3,b063_MyLibrarianIsaCamel.txt,1,0,1.403887689,15.72413793,0.21710526300000002,4.822368421,0.089912281,0.7127429809999999,0.172413793,1.2068965520000001,1.620689655,2.379310345,0.310344828,0.172413793,0.620689655,0.75862069,2.413793103,5.489361702,5.742857142999999,4.8888888889999995,72.10610151,30.57542423,4.208009344098,3.299853766,6.3764972779999995,10.67307018,18.55172414,8.275862069
55,3,b064_Horses.txt,1,0,1.296795953,13.92857143,0.116239316,4.531623932,0.046153846,0.757166948,0.11904761900000001,1.547619048,1.738095238,1.119047619,0.833333333,0.19047619,0.9523809520000001,0.7142857140000001,1.904761905,5.767123288,5.584615385,5.028571428999999,82.98856239,28.30823443,2.5262759425679997,3.214834462,5.617924297999999,8.720820513,15.21428571,6.607142857
56,3,b065_QuestfortheTree.txt,1,0,1.402826855,13.65,0.212454212,4.619047619,0.10989011,0.74204947,0.1,1.4,1.3,1.4,0.75,0.35,0.3,0.65,1.85,4.692307692,5.035714286,4.733333333,74.30109806,28.58071429,4.03169200748,3.331496772,5.544981685,9.191501832,16.65,7.325
57,3,b066_Volcanoes.txt,1,0,1.26146789,11.73684211,0.17937219699999998,4.313901345,0.035874439,0.7752293579999999,0.10526315800000001,1.0,1.5789473680000001,1.263157895,0.7894736840000001,0.15789473699999998,0.31578947399999996,0.7894736840000001,1.4210526319999999,5.6,4.473684211,4.133333333,88.20192178,26.18689639,3.414434359286,3.18940549,4.7664857210000005,7.043766816000001,12.57894737,5.289473684
58,3,b067_WeAretheShip.txt,1,0,1.2340425529999999,13.88235294,0.122881356,4.228813559,0.029661017,0.8,0.294117647,1.0,1.8235294119999998,1.529411765,1.294117647,0.176470588,0.470588235,0.647058824,1.705882353,4.387096774,5.294117647,4.590909091,88.34441176,26.85888833,2.628861317064,3.1722237410000003,5.602093719,6.933220339,14.70588235,6.352941176
59,3,b068_KenyasLongDrySeason.txt,1,0,1.214285714,11.72727273,0.189922481,4.151162791,0.031007752000000003,0.817460317,0.22727272699999998,0.818181818,1.9090909090000001,1.045454545,0.409090909,0.181818182,0.181818182,0.727272727,1.181818182,4.880952381,4.722222222,4.444444444,92.20324675,25.41561311,3.580548702398,3.176090181,4.766878083,6.084806202,12.45454545,5.227272727
60,3,b069_SeeingEyetoEye.txt,1,0,1.242928453,7.947368421,0.114238411,4.264900662,0.046357616,0.805324459,0.144736842,0.486842105,1.328947368,0.8815789470000001,0.552631579,0.092105263,0.328947368,0.25,1.223684211,4.7920792080000005,5.432432432000001,4.595238095,93.61667396,24.06136633,2.1980139833716,3.2153081880000003,3.224642733,5.553112583,8.684210526000001,3.342105263
62,3,b071_UndergroundRailroad.txt,1,0,1.248281131,12.27102804,0.11195735,4.1683168319999995,0.03960396,0.7998472120000001,0.140186916,0.8130841120000001,1.775700935,1.457943925,0.53271028,0.130841121,0.523364486,0.542056075,2.065420561,5.415789473999999,5.816091954,4.701754386,88.77532289,25.7682863,2.376449547284,3.199007438,4.953194155,6.297517136000001,13.24299065,5.621495327000001
63,4,b072_LittleWomen.txt,0,1,1.231715705,16.10209102,0.110915896,4.058666259,0.035444197999999996,0.811004968,0.300123001,1.2349323490000002,2.778597786,1.402214022,1.18696187,0.44280442799999997,0.8979089790000001,1.072570726,1.782287823,5.096060204,5.421314741000001,4.52746114,86.28822897,27.16736359,2.5500257124320003,3.188266296,6.4852027670000005,6.2266870370000005,17.24354244,7.621771217999999
64,4,b073_TheAdventuresofTomSawyer.txt,0,1,1.24869522,12.84432432,0.144768959,4.193249726,0.045955728,0.807969514,0.18378378399999998,0.802162162,2.1027027030000003,1.32972973,0.904864865,0.288648649,0.707027027,0.6962162159999999,1.753513514,5.248329049,5.706199461000001,4.603345281,88.1583952,26.17236837,2.9229803488820005,3.214372871,5.195637313,6.55178857,14.02486486,6.012432432000001
65,4,b074_AWrinkleinTime.txt,0,1,1.24171937,9.246548322999999,0.140251706,4.190379693,0.039569112999999996,0.808232394,0.147928994,0.556213018,1.722879684,0.872781065,0.693293886,0.202169625,0.32642998,0.538461538,1.013806706,4.615340584,5.540780142000001,4.763869132,92.40029477,24.35996251,2.6732032345608006,3.198919865,3.754720012,5.638238055,9.978303748,3.9891518739999996
66,4,b075_TheDarkIsRising.txt,0,1,1.2647058820000001,20.26666667,0.134868421,4.263157895,0.052631579000000005,0.7875816990000001,0.46666666700000003,2.0,3.0,2.5333333330000003,1.6,0.666666667,0.8666666670000001,0.8,2.733333333,5.933333332999999,5.8,5.041666667,79.27021569,30.21280702,3.1347990344219996,3.229415734,8.160614035,7.806842105,22.4,11.2
67,4,b076_Dragonwings.txt,0,1,1.230188679,20.23076923,0.072243346,3.9695817489999996,0.02661597,0.796226415,0.538461538,0.923076923,2.692307692,2.615384615,1.384615385,0.23076923100000002,0.615384615,1.076923077,3.0,5.342857143,4.333333333,4.833333333,82.22680697,28.81211465,2.144168587148,3.163144015,8.121205031,6.078022814,21.30769231,10.65384615
68,4,b077_RollofThunderHearMyCry.txt,0,1,1.247788036,11.79396985,0.123467311,4.191402736000001,0.036784548,0.7984227740000001,0.124511446,0.640982691,2.052484645,1.226689001,0.899497487,0.263539922,0.489112228,0.566722501,1.327191513,5.41702938,5.255226481,4.949099938,89.30125274,25.63849181,2.53452974525,3.1917929810000003,4.766974864,6.335690952999999,12.66164154,5.330820771
69,4,b078_ThePeopleCouldFly.txt,0,1,1.127694859,7.883116883,0.08731466199999999,3.930807249,0.006589785999999999,0.87893864,0.175324675,0.506493506,1.480519481,0.707792208,0.480519481,0.11038961,0.272727273,0.363636364,1.116883117,4.6535087719999995,4.641025641000001,4.0,103.4306513,22.45566058,1.7697011103767997,3.0811774960000005,3.1881726180000003,3.5582866560000004,7.987012987000001,2.9935064939999996
70,4,b079_TheTaleoftheMandarinDucks.txt,0,1,1.241486068,17.94444444,0.133126935,4.102167183,0.043343652999999996,0.808049536,0.166666667,1.0,2.5,1.7222222219999999,1.388888889,0.5555555560000001,0.5555555560000001,1.0,3.111111111,5.666666667,6.777777778,4.68,83.59166753,28.29342965,2.9921187478740006,3.208191386,7.231028552000001,6.67120743,19.5,8.75
71,4,b080_Eleven.txt,0,1,1.16934801,13.42696629,0.035983264,3.937238494,0.020083682,0.8518204909999999,0.146067416,0.7752808990000001,2.2808988759999997,1.0,1.191011236,0.5505617979999999,0.8764044940000001,0.5168539329999999,1.494382022,3.798029557,4.84057971,4.1320754719999995,94.27978755,25.25787645,1.2341532665439998,3.1417169080000003,5.3851798220000004,5.146443515,13.96629213,5.983146067000001
72,4,b081_BlackShipsBeforeTroy.txt,0,1,1.236111111,21.84615385,0.13028169,4.330985915,0.035211268,0.7986111109999999,0.153846154,1.4615384619999998,3.461538462,2.461538462,1.0,0.692307692,1.153846154,0.923076923,3.692307692,5.733333332999999,5.315789474,4.846153846,80.08615385,31.32202059,3.1407171160600003,3.187646656,8.790574215,8.311267606,23.38461538,11.69230769
73,4,b082_LetteronThomasJefferson.txt,1,0,1.4445110980000002,19.98809524,0.227516379,4.500297796,0.12150089300000001,0.7270545890000001,0.380952381,1.226190476,2.452380952,2.3809523809999997,1.083333333,0.535714286,1.071428571,1.273809524,2.4761904759999998,6.150485437,6.504854368999999,4.945054945,64.34144446,31.19045024,4.583893148314,3.3485697830000003,8.086244647000001,9.180869565,24.845238100000003,12.42261905
74,4,b083_NarrativeFrederickDouglass.txt,1,0,1.33192389,19.24489796,0.136797455,4.2513255569999995,0.071049841,0.7632135309999999,0.28571428600000004,1.326530612,2.7346938780000003,2.591836735,1.12244898,0.571428571,0.632653061,1.020408163,2.7755102039999997,5.679104477999999,6.630769231,4.618181818,74.62066747,29.64619235,3.1145787532660005,3.26655176,7.752678166,7.659724284,21.97959184,10.98979592
75,4,b084_BloodToilTearsandSweat.txt,1,0,1.42172524,17.52777778,0.191759113,4.359746434,0.118858954,0.734824281,0.472222222,1.111111111,2.25,2.388888889,0.444444444,0.305555556,0.694444444,1.1944444440000002,2.8055555560000003,5.666666667,6.6,5.375,68.76635028,29.29829459,3.897254172158,3.34475927,7.087814756,8.146561014,21.69444444,10.84722222
76,4,b085_HarrietTubman.txt,1,0,1.305418719,17.08474576,0.14484127,4.5119047619999995,0.053571429000000004,0.7576354679999999,0.101694915,0.898305085,1.86440678,1.983050847,1.0,0.508474576,0.6949152540000001,1.033898305,2.6949152539999996,5.963636364,5.79245283,5.237288136,79.05555941,29.79344431,3.1344470429960003,3.231455025,6.891834812999999,8.997460317,18.91525424,8.457627119
